,time_index,compound_id,step,braking_id,time,pressure_bar,temp_c,speed_kph,mu,A_1,A_2,A_3,A_4,A_5,A_6,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24,C_1,C_2,C_3,C_4,C_5,C_6,D_1,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12
1975,1975,17937-115,Fading 1,fading_1_13,4.7675,11.96544897,541.0342507,33.64246066,0.3780632954,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1976,1976,17937-115,Fading 1,fading_1_13,4.971666667,11.84026976,543.6771619,30.634571,0.3786736656,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1977,1977,17937-115,Fading 1,fading_1_13,5.175833333,11.66764359,546.1418422,27.6367479,0.3920407727,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1978,1978,17937-115,Fading 1,fading_1_13,5.38,11.58385427,548.4435684,24.66711119,0.4049195837,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1979,1979,17937-115,Fading 1,fading_1_13,5.584166667,11.18812643,550.4906789,21.57667569,0.4156620991,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1980,1980,17937-115,Fading 1,fading_1_13,5.788333333,10.44108919,552.3748353,18.51845321,0.4321014028,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1981,1981,17937-115,Fading 1,fading_1_13,5.9925,10.17861664,554.2182532,15.51056355,0.4503311258,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1982,1982,17937-115,Fading 1,fading_1_13,6.196666667,9.409370183,555.7765015,12.458381,0.4860988189,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1983,1983,17937-115,Fading 1,fading_1_13,6.400833333,9.355866164,556.91718,9.492770915,0.4810124007,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1984,1984,17937-115,Fading 1,fading_1_13,6.605,9.076231952,557.9763814,6.486894568,0.4931791131,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1985,1985,17937-115,Fading 1,fading_1_14,0.48,13.17686072,514.253768,96.78398376,0.3698843348,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1986,1986,17937-115,Fading 1,fading_1_14,0.6848333333,12.20793323,512.7902368,93.31907205,0.3800368257,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1987,1987,17937-115,Fading 1,fading_1_14,0.8896666667,11.58183525,511.6627984,90.2302472,0.3975707266,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1988,1988,17937-115,Fading 1,fading_1_14,1.0945,11.10655804,510.8225664,87.28436758,0.4124515519,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1989,1989,17937-115,Fading 1,fading_1_14,1.299333333,11.09605914,510.1289932,84.26520337,0.419649851,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1990,1990,17937-115,Fading 1,fading_1_14,1.504166667,10.49661223,509.6706849,81.26335365,0.4421928566,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1991,1991,17937-115,Fading 1,fading_1_14,1.709,10.17619382,509.3834783,78.20754714,0.4552873318,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1992,1992,17937-115,Fading 1,fading_1_14,1.913833333,9.75240161,509.4354199,75.18999358,0.4823918373,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1993,1993,17937-115,Fading 1,fading_1_14,2.118666667,9.439251673,509.7379034,72.24491928,0.4837224443,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1994,1994,17937-115,Fading 1,fading_1_14,2.3235,9.228869832,510.2206549,69.21528584,0.4861232337,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1995,1995,17937-115,Fading 1,fading_1_14,2.528333333,9.306400184,510.9437635,66.20175891,0.4620909248,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1996,1996,17937-115,Fading 1,fading_1_14,2.733166667,9.499216554,512.0925897,63.21641835,0.4837631357,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1997,1997,17937-115,Fading 1,fading_1_14,2.938,9.480843476,513.6243579,60.24235235,0.476577044,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1998,1998,17937-115,Fading 1,fading_1_14,3.142833333,9.797021942,515.4626835,57.26587037,0.4873439741,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
1999,1999,17937-115,Fading 1,fading_1_14,3.347666667,9.841036569,517.6758035,54.28455644,0.438937549,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2000,2000,17937-115,Fading 1,fading_1_14,3.5525,10.20587341,520.2270531,51.36364191,0.428357799,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2001,2001,17937-115,Fading 1,fading_1_14,3.757333333,10.76736275,523.155134,48.41212501,0.4195440535,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2002,2002,17937-115,Fading 1,fading_1_14,3.962166667,11.12997867,526.2400582,45.43725369,0.4097252317,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2003,2003,17937-115,Fading 1,fading_1_14,4.167,11.32461216,529.4084964,42.49217939,0.3922482986,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2004,2004,17937-115,Fading 1,fading_1_14,4.371833333,11.55255947,532.5586022,39.46697524,0.3851151056,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2005,2005,17937-115,Fading 1,fading_1_14,4.576666667,11.60404447,535.9979515,36.5094184,0.3890499588,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2006,2006,17937-115,Fading 1,fading_1_14,4.7815,11.72558945,539.2010174,33.53615773,0.389025544,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2007,2007,17937-115,Fading 1,fading_1_14,4.986333333,11.71670576,542.4244525,30.54598522,0.393892229,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2008,2008,17937-115,Fading 1,fading_1_14,5.191166667,11.51318859,545.3270719,27.46762961,0.3994791508,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2009,2009,17937-115,Fading 1,fading_1_14,5.396,11.04114181,548.3213529,24.45933728,0.4144657735,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2010,2010,17937-115,Fading 1,fading_1_14,5.600833333,10.45522233,551.203603,21.46393017,0.440117598,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2011,2011,17937-115,Fading 1,fading_1_14,5.805666667,10.07362763,553.9167882,18.42423016,0.4592018392,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2012,2012,17937-115,Fading 1,fading_1_14,6.0105,9.322754243,556.2959176,15.34748519,0.4771385846,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2013,2013,17937-115,Fading 1,fading_1_14,6.215333333,9.190104656,558.3532127,12.36496328,0.4956450087,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2014,2014,17937-115,Fading 1,fading_1_14,6.420166667,8.860802562,560.3310677,9.323249959,0.5225501267,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2015,2015,17937-115,Fading 1,fading_1_14,6.625,8.288814315,561.7039557,6.269456762,0.5428632466,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2016,2016,17937-115,Fading 1,fading_1_15,0.48,13.75833836,523.1449494,96.91686242,0.3433942686,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2017,2017,17937-115,Fading 1,fading_1_15,0.6841666667,13.05975759,521.9635324,93.46403058,0.3572496719,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2018,2018,17937-115,Fading 1,fading_1_15,0.8883333333,12.45203269,521.1691313,90.34540871,0.3739534694,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2019,2019,17937-115,Fading 1,fading_1_15,1.0925,12.20470279,520.7311922,87.38583856,0.3727530747,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2020,2020,17937-115,Fading 1,fading_1_15,1.296666667,11.9169925,520.7515615,84.41418853,0.38636433,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2021,2021,17937-115,Fading 1,fading_1_15,1.500833333,11.66562457,521.0978389,81.35797936,0.3944822535,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2022,2022,17937-115,Fading 1,fading_1_15,1.705,11.35368604,521.9533477,78.37424946,0.4085818049,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2023,2023,17937-115,Fading 1,fading_1_15,1.909166667,10.91051124,522.8546874,75.37843968,0.4239834793,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2024,2024,17937-115,Fading 1,fading_1_15,2.113333333,10.80249369,524.1939662,72.34236363,0.4146448154,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2025,2025,17937-115,Fading 1,fading_1_15,2.3175,10.61472487,525.971184,69.3385006,0.4299447615,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2026,2026,17937-115,Fading 1,fading_1_15,2.521666667,10.44310821,527.9724636,66.34269082,0.4287647125,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2027,2027,17937-115,Fading 1,fading_1_15,2.725833333,10.49560272,530.1723436,63.36097423,0.4384085615,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2028,2028,17937-115,Fading 1,fading_1_15,2.93,10.30581488,532.6472085,60.36315113,0.4388561663,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2029,2029,17937-115,Fading 1,fading_1_15,3.134166667,10.37143301,535.2595659,57.41767418,0.4341359701,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2030,2030,17937-115,Fading 1,fading_1_15,3.338333333,10.48954566,538.126539,54.46817059,0.4491510768,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2031,2031,17937-115,Fading 1,fading_1_15,3.5425,10.91152075,540.8662043,51.48444069,0.4190801721,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2032,2032,17937-115,Fading 1,fading_1_15,3.746666667,11.10534663,543.7382697,48.5490303,0.4096397799,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2033,2033,17937-115,Fading 1,fading_1_15,3.950833333,11.28201085,546.559412,45.57738027,0.4026815597,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2034,2034,17937-115,Fading 1,fading_1_15,4.155,11.45059898,549.3601851,42.60573025,0.3857539598,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2035,2035,17937-115,Fading 1,fading_1_15,4.359166667,11.5767877,552.1151273,39.68239973,0.4041057568,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2036,2036,17937-115,Fading 1,fading_1_15,4.563333333,11.50713153,554.8904387,36.67451007,0.38636433,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2037,2037,17937-115,Fading 1,fading_1_15,4.7675,11.34762898,557.3653037,33.70286005,0.3921018097,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2038,2038,17937-115,Fading 1,fading_1_15,4.971666667,11.349648,559.7790608,30.69497039,0.3936887722,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2039,2039,17937-115,Fading 1,fading_1_15,5.175833333,11.34157192,562.1469871,27.7454668,0.4177373577,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2040,2040,17937-115,Fading 1,fading_1_15,5.38,11.02660487,564.5149134,24.67919107,0.4249397259,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2041,2041,17937-115,Fading 1,fading_1_15,5.584166667,10.47137448,566.5518392,21.59882214,0.4452853989,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2042,2042,17937-115,Fading 1,fading_1_15,5.788333333,9.891915863,568.425811,18.64327862,0.4628640604,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2043,2043,17937-115,Fading 1,fading_1_15,5.9925,9.739479884,570.1368287,15.55888306,0.4710226753,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2044,2044,17937-115,Fading 1,fading_1_15,6.196666667,9.150935676,571.5626768,12.52280702,0.5181635996,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2045,2045,17937-115,Fading 1,fading_1_15,6.400833333,9.203430185,572.8102939,9.531023863,0.5207271544,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2046,2046,17937-115,Fading 1,fading_1_15,6.605,8.543210782,573.9560647,6.523134203,0.5434736167,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2047,2047,17937-115,Fading 1,fading_1_16,0.485,14.2671313,528.2780025,97.01350145,0.3371684927,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2048,2048,17937-115,Fading 1,fading_1_16,0.6893333333,13.41712405,527.1169548,93.49584093,0.3466902676,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2049,2049,17937-115,Fading 1,fading_1_16,0.8936666667,13.00241743,526.2675567,90.36473651,0.3539984334,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
2050,2050,17937-115,Fading 1,fading_1_16,1.098,12.69714167,525.5525957,87.39067051,0.3692007202,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0.8,5,0,0,0,23,29.8,1.4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0
